OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00049233,E01009719,359,3,6,2,3,2,7,6,7,3,3,3,3,2,2,3,7,2,5,4,8,2,2,5,1,3,4,3,8,7,7,6,8,2,5,8,6,2,3,7,4,6,2,2,1,2,2,4,8,5,8,4,3,6,9,9,3,11,3,2,6,2,4,2,3,3,0,3,5,2,3,3,5,8,8,10,4,5,6,3,1,1,0,3,0,2,2,0,1,0,0,0
E00049236,E01009719,320,5,6,4,4,8,3,6,6,2,4,5,6,2,0,1,3,3,4,3,3,4,2,2,1,6,2,1,2,6,6,2,5,3,5,5,6,5,2,4,8,3,2,0,8,5,3,6,5,5,6,4,3,6,4,4,7,6,9,7,3,4,4,3,2,2,2,6,3,3,3,5,2,3,1,1,3,2,5,1,5,6,1,1,1,0,0,0,0,0,0,0
E00049237,E01009719,336,1,5,5,3,4,4,6,3,5,4,5,2,6,4,2,1,8,2,5,4,3,6,1,5,2,2,3,7,3,2,2,3,4,5,3,7,8,4,4,4,0,5,3,5,4,3,2,8,4,4,5,5,5,4,3,0,5,3,3,4,4,5,2,1,5,6,3,5,4,2,10,6,10,2,7,3,2,4,3,3,3,0,5,2,2,1,0,0,0,0,4
E00049184,E01009720,402,2,4,5,2,3,4,4,3,1,1,3,5,0,3,4,2,4,8,6,6,6,10,5,1,2,5,4,4,1,4,2,2,3,5,5,2,3,5,1,3,0,3,5,6,6,7,4,5,7,7,8,9,7,8,9,13,6,8,5,9,5,3,10,8,6,5,11,12,8,6,10,3,7,6,6,2,3,0,3,2,1,0,0,3,2,1,0,1,1,1,1
E00049196,E01009720,325,0,2,1,4,3,5,2,4,6,3,3,4,8,9,4,3,5,6,5,4,1,1,5,3,2,5,1,3,5,4,4,2,4,3,4,4,3,2,4,0,1,4,3,7,7,6,4,3,3,11,7,4,2,4,7,8,5,10,8,6,9,2,5,5,5,5,4,1,8,5,4,2,2,2,2,6,0,2,0,0,0,1,0,1,0,0,0,2,0,0,1
E00049232,E01009720,295,5,2,1,5,3,0,2,3,2,2,2,2,4,5,4,3,1,3,5,0,1,2,3,4,5,4,3,2,0,1,2,2,4,1,5,4,5,2,4,3,1,2,3,4,7,3,5,0,12,10,3,2,4,4,1,6,5,2,3,4,1,9,4,5,7,8,6,8,7,6,5,4,4,4,3,4,2,3,1,2,2,3,0,1,0,2,1,0,0,0,1
E00049240,E01009720,286,3,4,2,3,1,4,3,2,2,2,5,5,1,4,4,4,0,6,5,5,1,3,2,4,2,5,3,1,2,4,7,4,2,5,3,0,1,1,4,3,7,3,6,3,4,4,5,5,6,5,1,5,3,1,4,8,0,7,6,5,4,6,7,8,5,2,4,9,5,3,2,2,1,3,6,1,1,1,0,0,1,2,1,0,0,0,0,0,2,0,0
E00049195,E01009721,371,2,4,2,6,5,2,3,4,3,2,2,1,6,2,7,7,3,8,3,10,6,2,5,5,5,4,10,1,6,4,4,6,4,3,1,7,5,9,11,3,3,5,5,9,6,5,4,6,7,7,8,6,3,5,4,6,6,1,1,5,3,2,5,6,3,1,1,8,3,7,6,2,2,4,1,4,2,4,2,2,1,1,0,3,3,1,0,2,1,2,4
E00049197,E01009721,286,2,1,2,4,3,5,0,0,5,3,7,4,6,2,2,2,1,4,1,2,4,2,3,0,4,1,1,6,5,5,5,5,5,6,3,2,2,1,6,6,3,4,3,1,5,5,6,4,2,8,2,5,2,4,4,8,5,6,3,3,1,3,2,1,6,1,3,7,2,6,5,2,5,4,3,5,2,3,3,2,1,2,0,1,2,0,0,1,0,1,1
E00049218,E01009721,304,1,3,4,3,2,5,2,2,4,3,4,2,3,7,2,1,1,3,1,1,3,4,2,7,5,1,2,10,0,6,3,1,6,4,6,7,7,6,4,3,4,3,3,4,2,5,6,2,3,3,4,2,2,7,6,5,5,6,7,7,4,3,2,5,3,5,4,2,3,5,3,6,7,3,4,2,0,4,0,0,1,0,0,1,1,2,3,0,0,2,2
E00049229,E01009721,392,8,4,13,7,5,6,6,4,3,4,1,8,3,4,5,4,2,4,5,3,4,1,2,5,3,5,4,6,5,2,7,5,8,7,8,10,5,9,5,6,11,5,6,10,4,5,2,9,9,5,7,5,5,3,2,7,4,6,9,4,2,2,4,4,2,2,5,1,2,2,3,7,0,3,2,2,3,2,1,2,5,0,3,2,1,1,1,0,1,0,3
E00171355,E01009721,225,0,2,3,3,1,2,0,3,1,0,5,2,1,4,1,0,0,0,3,1,0,2,0,2,3,3,6,4,4,8,4,5,4,2,4,5,3,0,4,5,6,2,8,4,3,1,4,1,2,3,2,1,3,1,3,4,6,3,6,3,4,3,5,1,4,3,2,2,5,4,3,1,2,4,3,2,1,1,3,2,2,0,0,0,1,0,1,0,0,0,0
E00171356,E01009721,578,10,10,5,9,8,11,7,8,4,7,8,4,3,4,3,4,2,4,6,3,3,8,6,7,13,5,3,8,10,8,16,12,9,11,8,11,9,10,10,6,12,4,4,6,4,5,7,5,6,11,5,9,11,2,2,5,9,5,4,9,8,7,6,7,4,9,8,5,6,9,4,2,11,3,7,6,0,1,3,5,4,3,2,2,5,2,4,5,2,3,17
E00049192,E01009722,246,1,2,1,1,4,1,0,1,1,3,2,3,2,1,3,1,2,1,1,2,3,4,4,2,3,3,1,1,1,1,3,2,1,3,3,3,2,3,0,4,1,3,3,2,1,2,8,6,6,9,3,2,1,5,1,3,6,4,3,3,1,2,3,4,2,2,6,1,4,7,8,10,2,5,7,9,2,3,3,4,3,2,0,1,2,0,0,0,1,0,0
E00049193,E01009722,182,2,1,0,3,0,2,0,1,2,0,2,0,1,1,0,0,1,1,3,1,1,3,4,3,3,2,2,1,1,1,1,3,1,2,5,1,0,1,4,3,3,2,0,5,2,1,4,3,4,7,3,3,4,3,6,2,6,2,4,2,3,2,4,2,2,2,3,3,3,2,2,4,5,1,2,0,5,1,0,1,2,0,0,0,0,2,0,2,0,0,0
E00049228,E01009722,310,2,0,2,4,0,5,1,2,1,1,2,2,5,4,4,4,3,2,1,4,1,2,0,3,3,1,3,7,1,1,1,2,0,4,4,3,1,4,3,2,1,2,3,3,5,8,3,6,3,2,7,6,4,4,5,5,3,2,3,2,3,4,8,6,4,7,4,6,7,8,10,4,4,5,11,5,6,2,5,6,5,1,2,2,0,4,1,2,1,2,3
E00049234,E01009722,319,4,4,4,4,6,1,5,4,4,1,2,3,1,4,2,4,10,3,4,5,2,2,2,5,0,4,2,3,2,4,1,5,4,3,2,2,3,4,5,1,6,3,3,2,2,7,5,6,7,9,4,4,4,4,2,3,3,6,4,3,3,2,0,1,6,6,7,1,5,4,3,3,6,7,4,5,3,5,5,4,7,2,1,0,1,1,2,0,3,1,3
E00049239,E01009722,259,2,2,4,2,4,0,3,3,3,2,2,1,1,3,3,2,1,6,2,3,2,2,3,1,3,2,2,1,3,2,6,1,3,4,2,2,1,2,2,3,3,4,2,2,4,5,1,1,9,3,3,5,2,3,1,5,7,6,7,4,4,1,3,4,7,4,3,4,4,10,0,4,1,2,3,2,1,1,2,4,5,3,2,4,4,0,2,0,1,0,1
E00049209,E01009723,307,3,1,3,3,4,4,1,1,2,1,2,6,0,4,4,5,6,4,3,4,2,4,1,2,2,2,4,1,1,2,1,7,2,3,6,3,3,6,1,2,4,3,1,1,1,1,6,3,6,1,10,10,6,7,3,4,6,0,9,4,6,4,6,5,4,5,4,4,5,8,4,5,9,3,4,3,2,1,3,5,0,3,2,1,2,1,1,0,0,1,4
E00049216,E01009723,277,3,4,2,2,2,4,2,7,2,2,3,6,6,3,2,1,5,2,5,3,3,2,4,0,2,3,6,4,4,3,6,6,1,6,2,1,3,2,3,2,0,1,5,2,0,4,1,7,3,4,6,6,2,6,6,5,7,9,2,2,6,0,2,5,7,4,3,2,2,0,3,2,3,3,5,0,6,5,1,1,0,2,3,0,3,0,0,0,0,0,2
E00049220,E01009723,298,3,4,2,5,1,5,3,1,9,2,2,2,5,4,2,6,3,3,3,2,3,3,2,0,2,2,2,2,1,2,2,4,6,0,6,1,7,5,5,3,5,5,5,4,3,1,4,1,6,2,5,4,4,7,6,2,3,2,7,3,5,6,6,12,6,6,7,4,5,5,3,4,7,1,4,3,2,4,0,0,0,1,1,0,0,1,0,0,0,0,1
E00049226,E01009723,336,2,2,2,3,2,3,6,2,3,5,7,3,5,7,5,5,6,5,4,5,1,1,4,2,5,1,3,1,2,4,1,5,3,2,3,5,9,5,8,5,2,4,4,3,4,4,3,8,6,9,7,6,0,2,5,4,6,5,9,8,10,3,4,8,6,5,5,1,8,3,5,7,1,3,3,2,3,1,0,1,1,0,1,0,1,0,1,0,1,0,1
E00049187,E01009724,252,2,2,3,1,1,1,3,0,1,1,3,0,2,3,1,0,2,2,1,0,0,5,1,0,0,2,2,1,4,3,1,1,3,2,4,2,6,8,2,2,1,2,3,2,2,2,2,3,2,2,1,0,3,6,6,2,9,4,4,4,7,3,8,2,5,8,8,11,8,2,8,6,3,5,2,6,4,1,1,1,2,2,0,4,0,1,0,0,0,0,6
E00049188,E01009724,305,1,2,7,6,6,4,3,3,4,3,3,2,3,2,1,2,2,4,5,2,2,4,3,3,3,1,5,4,2,2,3,7,4,5,6,4,7,7,3,1,7,0,4,2,3,3,1,2,3,5,5,2,4,6,11,6,3,4,4,2,6,4,7,3,4,3,7,7,1,4,3,4,6,4,5,7,0,0,4,2,1,0,1,0,0,1,0,1,1,0,1
E00049227,E01009724,326,2,2,2,5,2,2,4,4,3,5,3,4,3,2,1,4,5,4,6,3,2,4,2,5,4,1,2,3,1,2,3,1,4,0,5,1,1,7,5,2,5,4,5,4,7,3,4,5,8,2,5,5,6,3,4,3,7,5,3,8,3,7,9,5,6,10,9,9,8,3,6,7,4,3,3,5,6,0,1,0,1,0,0,0,0,1,0,0,0,0,3
E00049230,E01009724,264,3,5,3,3,3,1,2,4,5,6,1,4,3,2,3,5,3,0,3,3,2,2,0,1,2,5,1,2,3,5,3,7,2,7,1,2,6,3,7,4,4,2,5,6,3,1,4,5,4,5,4,4,4,3,2,2,2,3,5,2,6,0,4,3,6,4,0,4,7,2,4,6,4,4,4,0,0,1,2,0,1,2,1,0,1,1,0,0,0,0,0
E00049241,E01009724,263,2,2,7,3,3,2,3,4,4,3,0,3,1,4,2,4,1,2,6,3,2,1,3,4,5,6,6,4,1,4,2,2,2,2,2,3,5,5,7,3,2,2,4,2,10,1,2,3,4,3,4,6,6,5,8,3,4,1,5,2,5,4,5,6,4,6,1,3,2,3,2,1,2,4,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2
E00049190,E01009725,323,4,9,2,2,3,5,6,6,1,3,6,7,4,5,4,7,5,2,11,1,3,7,3,4,4,8,7,1,5,2,8,1,6,7,3,5,7,4,5,4,6,4,4,5,2,4,7,4,5,3,3,1,7,7,3,6,6,3,4,5,4,3,3,4,2,1,1,3,2,1,3,2,3,0,1,2,1,0,1,0,1,2,0,0,1,0,2,0,1,0,3
E00049194,E01009725,272,3,7,6,6,0,5,7,8,1,5,2,4,7,3,6,3,3,3,4,5,4,9,2,3,3,5,5,4,5,6,2,4,5,4,5,3,3,2,3,6,4,1,1,0,4,3,2,7,9,6,6,1,2,4,3,6,2,3,1,0,5,2,1,1,0,2,2,3,4,1,1,1,3,2,3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
E00049231,E01009725,281,10,5,7,6,10,5,5,4,5,3,5,5,2,3,7,1,5,2,5,1,2,2,6,2,7,5,4,5,8,4,6,4,1,1,0,6,2,2,3,8,2,3,2,3,4,1,0,3,3,3,3,1,2,5,5,4,1,5,2,1,4,1,0,3,5,2,1,2,2,4,1,4,3,1,0,0,1,5,3,2,1,2,2,0,1,0,4,0,0,0,0
E00049235,E01009725,327,6,0,2,6,6,8,3,8,2,4,6,4,7,3,12,6,0,4,1,4,1,0,1,6,1,2,2,4,5,2,4,5,6,4,2,2,4,2,7,0,6,5,6,6,4,9,2,5,7,8,1,4,4,5,3,2,4,7,3,2,3,0,3,2,3,1,4,5,5,1,3,2,6,5,4,5,2,4,2,0,3,2,2,2,2,1,0,3,5,2,0
E00049238,E01009725,281,3,5,7,2,5,2,1,2,4,3,0,7,1,1,4,8,5,4,4,7,2,1,6,1,3,3,2,4,2,2,3,5,3,2,5,3,2,8,11,1,2,3,3,3,4,3,3,3,6,4,4,10,5,2,5,2,4,7,4,2,4,3,2,2,2,0,5,1,2,0,0,3,3,1,4,5,2,0,4,0,2,3,0,2,0,4,3,0,0,0,1
E00049191,E01009726,340,1,1,4,2,2,2,3,4,3,4,1,0,7,5,4,1,6,3,3,5,3,3,6,3,10,8,11,4,5,4,5,3,2,5,3,3,3,2,1,1,0,2,5,5,6,7,4,7,7,5,4,2,4,4,8,11,13,4,9,5,3,3,2,6,2,7,3,2,4,5,4,2,6,5,3,6,1,1,2,0,2,1,2,0,0,2,3,0,2,3,0
E00049198,E01009726,319,2,4,1,6,1,6,2,5,4,6,4,5,10,0,6,0,1,3,2,4,4,1,3,6,1,4,3,1,2,3,0,2,1,3,4,7,3,5,2,1,3,6,4,3,3,6,2,6,5,2,3,2,4,4,6,7,5,5,2,0,1,4,5,8,4,3,3,3,4,8,5,1,7,6,6,7,3,2,6,2,3,5,3,2,4,6,0,0,0,1,1
E00049199,E01009726,289,4,2,2,2,3,5,1,10,3,1,8,6,1,10,4,4,4,2,3,4,1,3,4,5,1,6,5,2,5,3,2,4,4,0,3,2,2,3,8,7,3,5,0,4,3,1,5,7,3,3,4,5,2,4,5,5,1,3,6,7,3,2,3,4,3,1,4,3,2,5,4,2,3,3,3,4,3,2,1,3,2,0,0,0,1,0,0,2,0,0,1
E00049200,E01009726,396,2,5,3,3,10,6,4,5,2,7,8,7,4,3,4,4,3,3,4,4,6,5,3,8,5,1,3,3,4,2,5,2,4,2,3,4,6,3,2,2,7,2,5,8,6,7,10,9,6,4,5,7,6,3,5,7,6,11,0,6,2,5,8,3,5,5,7,7,5,2,6,8,5,7,4,4,5,4,4,3,0,2,2,2,0,3,1,3,0,0,0
E00049183,E01009727,290,1,7,2,2,2,2,4,5,2,2,3,0,1,3,4,8,5,4,4,5,1,4,4,1,4,4,2,2,6,4,5,4,4,5,2,4,3,4,6,3,5,1,1,5,3,4,4,3,5,5,4,9,6,6,5,0,6,8,5,9,4,5,4,2,1,2,0,2,2,1,6,4,4,3,4,4,0,2,0,2,1,0,0,0,2,0,0,0,0,0,3
E00049201,E01009727,259,1,1,2,3,1,2,0,2,2,5,2,3,3,3,3,0,4,4,0,2,3,0,1,6,2,0,3,1,1,2,3,2,4,6,2,4,1,4,3,3,3,2,1,2,2,2,3,3,0,6,7,5,2,2,0,6,3,12,2,3,2,6,3,5,8,5,4,6,4,6,7,6,8,2,5,2,0,3,1,1,2,2,1,2,4,0,1,0,0,0,3
E00049202,E01009727,280,0,3,0,0,0,4,0,5,3,1,4,1,2,3,1,6,3,4,2,3,1,5,2,2,4,3,2,4,2,2,1,3,1,5,1,5,3,2,0,11,4,1,5,4,1,5,2,6,3,4,8,7,8,6,4,5,6,4,5,5,5,6,1,2,4,4,5,5,13,6,2,4,4,4,1,3,3,1,3,3,0,0,3,1,0,0,0,0,0,0,0
E00049207,E01009727,399,1,2,6,7,8,5,7,4,5,5,3,4,9,6,8,3,8,6,4,3,7,6,5,5,3,5,3,3,1,2,2,3,4,2,6,5,11,7,5,6,3,7,5,4,7,7,4,5,7,5,4,7,9,3,7,6,7,12,6,12,4,8,6,5,3,6,4,4,8,4,3,2,6,1,1,1,0,0,1,0,2,2,0,1,1,1,1,1,0,0,1
E00049185,E01009728,331,2,1,5,0,4,4,4,1,3,4,3,10,2,5,5,3,5,4,8,2,4,4,6,6,2,3,4,1,3,1,4,1,3,2,7,1,8,6,2,4,4,1,4,4,1,5,3,5,5,5,6,2,2,2,10,1,2,9,5,5,5,9,4,5,5,7,4,6,4,4,7,6,6,1,4,0,0,2,4,5,2,2,1,5,0,1,2,0,0,0,2
E00049203,E01009728,279,2,3,4,2,2,3,2,3,1,2,3,4,2,4,5,2,2,5,5,2,7,2,4,3,2,2,4,2,1,5,2,7,3,2,2,2,1,3,6,4,2,3,3,3,0,0,7,3,1,2,8,5,8,5,9,6,5,4,4,3,2,1,5,2,6,0,3,2,2,2,3,2,7,11,7,2,3,2,3,0,1,0,0,3,1,0,2,3,0,0,1
E00049204,E01009728,316,2,2,0,4,1,2,4,2,4,3,1,3,2,8,4,3,5,4,7,5,5,5,2,5,7,3,2,2,4,0,5,2,4,3,2,0,7,6,3,5,2,3,0,6,5,8,4,7,7,4,5,8,4,6,3,3,5,4,5,4,3,6,5,4,8,6,6,4,5,6,2,3,3,4,2,2,1,3,2,3,2,1,0,2,0,1,0,0,0,0,1
E00049212,E01009728,300,0,4,0,3,3,1,3,5,3,3,4,4,5,5,6,3,5,2,3,3,2,1,1,2,1,6,1,3,5,1,0,2,4,3,2,6,8,3,2,5,3,6,8,5,5,3,1,5,2,1,5,8,2,5,3,4,3,7,4,4,4,3,3,2,2,5,5,6,8,4,7,4,10,5,1,3,0,3,0,4,0,3,2,3,0,0,1,0,0,2,3
E00049186,E01009729,341,2,1,1,7,9,5,7,6,5,4,5,8,9,3,2,4,2,1,5,7,3,6,3,2,4,1,4,6,4,12,4,3,6,7,2,7,2,6,9,7,3,2,4,6,2,1,4,10,6,7,6,7,7,0,5,3,6,6,3,5,3,6,3,3,3,0,2,2,4,3,1,2,0,1,0,3,3,2,2,1,1,0,2,0,3,2,1,1,0,0,3
E00049205,E01009729,351,4,6,2,9,7,3,3,6,4,4,9,8,4,5,5,7,2,5,11,4,4,2,4,5,4,2,5,2,4,7,7,8,4,4,6,4,4,5,6,7,6,3,3,3,2,2,4,5,7,1,8,4,5,8,6,0,0,12,7,5,4,5,6,3,1,3,1,2,2,2,2,3,2,3,1,5,0,3,2,0,2,1,1,0,1,2,0,0,1,0,0
E00049214,E01009729,259,0,2,2,2,1,1,1,1,2,2,5,1,1,4,3,3,3,1,2,1,0,2,1,5,2,2,2,4,3,2,2,1,5,4,4,2,0,3,3,1,2,3,0,6,2,3,5,6,2,5,4,2,0,4,6,3,2,5,4,2,3,3,2,2,3,6,5,5,3,7,5,8,3,5,2,4,2,4,4,3,4,8,4,4,1,4,0,0,1,1,1
E00049219,E01009729,284,0,5,2,7,4,1,3,3,4,5,2,2,4,3,4,1,2,4,2,1,3,2,3,3,1,4,4,6,0,2,1,2,3,2,5,3,4,1,5,5,3,3,6,3,3,3,4,2,2,3,6,7,5,3,6,4,6,0,4,3,6,5,3,6,3,4,1,4,4,2,3,4,5,1,7,3,3,3,1,2,4,5,2,1,3,2,1,0,0,0,2
E00049222,E01009729,308,4,3,1,3,1,3,1,4,3,1,1,1,5,2,2,4,3,2,5,4,2,4,9,2,3,4,3,0,7,0,4,4,5,4,4,1,3,0,5,3,3,2,7,1,2,3,4,5,3,2,4,9,4,4,4,4,5,8,3,2,3,7,4,3,2,2,3,10,5,4,9,6,6,4,3,6,3,6,4,6,2,3,1,4,1,0,0,0,1,1,0
E00049206,E01009730,356,8,1,3,2,4,1,1,3,1,5,5,1,7,5,4,11,3,3,11,6,5,2,6,6,4,3,5,6,3,1,3,2,5,4,0,6,4,6,6,6,6,5,3,5,3,6,11,7,6,14,12,8,10,5,11,11,7,8,3,0,7,5,1,7,2,2,3,4,2,2,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2
E00049208,E01009730,323,1,3,2,4,2,6,7,2,4,4,1,3,4,0,2,3,5,5,6,4,2,5,4,3,6,9,5,6,4,3,2,4,5,6,1,2,4,4,3,4,4,1,4,3,2,1,4,3,6,7,2,10,7,5,9,5,5,6,10,5,7,6,3,4,6,3,3,3,3,2,3,1,4,1,2,4,5,2,2,4,1,1,0,1,0,0,1,0,0,0,2
E00049217,E01009730,256,1,3,1,4,0,1,3,1,4,4,3,1,2,2,5,1,2,0,2,1,1,1,2,5,4,6,5,6,7,4,8,2,4,10,2,2,2,4,3,1,1,3,3,3,5,4,5,3,6,1,4,4,5,4,5,4,3,5,0,5,3,9,7,6,3,3,0,3,6,0,2,2,3,3,3,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,3
E00049224,E01009730,261,2,3,0,4,2,1,5,2,2,5,4,2,2,9,1,2,5,2,3,3,1,1,3,3,4,1,1,5,5,0,6,3,4,7,2,4,3,5,2,1,6,6,1,2,2,4,5,5,4,0,6,3,4,6,5,2,5,3,3,2,5,5,1,3,4,2,4,6,1,7,4,5,1,3,2,3,2,1,1,1,0,0,2,1,0,0,1,0,0,0,2
E00049225,E01009730,269,0,1,3,7,2,3,3,4,4,4,3,2,3,2,4,2,1,1,6,5,2,5,3,3,1,3,3,5,4,2,5,7,3,9,8,2,3,4,4,9,3,6,0,3,0,6,5,4,4,5,3,6,3,4,3,5,2,4,5,4,3,5,2,3,1,2,1,5,1,2,6,2,2,4,0,1,1,0,2,0,1,0,1,1,1,0,0,2,0,0,0
E00049210,E01009731,297,3,2,5,7,3,8,2,6,2,2,2,1,3,3,0,1,3,2,7,2,2,3,3,3,3,2,4,3,4,0,3,3,4,3,6,8,5,6,4,5,8,1,3,2,4,5,4,5,6,3,3,7,2,5,3,5,8,2,3,3,1,4,4,3,4,4,4,5,3,3,1,1,3,2,4,3,0,0,1,2,0,2,1,2,4,0,0,2,4,1,9
E00049211,E01009731,270,3,3,4,3,2,1,2,3,3,3,1,5,2,3,4,2,5,0,4,2,2,1,6,4,5,5,5,4,4,3,5,4,3,4,3,3,3,8,4,3,1,3,5,4,1,3,2,3,7,5,7,11,5,3,11,4,2,3,1,3,2,2,6,4,3,4,2,2,1,2,0,3,1,3,2,2,0,2,0,1,2,0,1,1,0,2,1,1,2,0,0
E00049213,E01009731,356,7,4,6,5,1,1,4,6,1,5,4,3,2,3,3,3,5,4,4,2,4,6,3,5,6,2,2,5,4,4,7,2,3,5,8,8,3,4,4,4,4,2,5,5,1,2,6,6,6,8,15,8,8,13,6,2,8,1,4,5,2,7,8,5,6,5,4,4,4,3,3,6,6,1,2,1,0,1,0,1,2,1,1,0,1,1,0,1,1,0,2
E00049215,E01009731,199,1,1,3,2,1,2,2,2,0,3,0,2,2,1,0,3,2,0,0,2,0,3,2,2,2,1,2,2,3,1,1,5,3,3,4,5,2,5,2,1,2,4,7,1,2,3,7,3,1,6,2,6,1,1,5,3,2,5,2,4,6,3,1,4,1,1,5,3,2,5,3,2,1,2,1,4,1,2,1,1,0,2,0,0,0,0,2,0,1,0,0
E00049223,E01009731,348,4,2,6,4,4,4,6,3,6,3,5,5,2,8,9,3,5,4,0,4,0,6,0,7,0,3,3,2,4,7,8,6,2,5,5,5,7,3,2,4,9,7,7,9,3,11,4,15,12,7,5,3,7,6,9,7,4,4,2,4,1,5,1,3,2,3,2,4,2,1,4,1,3,3,0,2,1,0,0,0,0,1,1,1,0,0,2,1,1,0,2
E00049260,E01009732,431,5,4,8,3,5,2,3,3,3,3,5,9,8,7,3,14,9,8,11,7,2,2,7,3,5,5,1,4,1,0,3,6,4,10,2,4,2,7,2,6,4,9,7,5,8,6,6,8,11,4,7,4,6,8,5,6,4,6,4,3,5,4,6,4,8,1,2,5,8,5,8,4,2,5,4,10,5,5,1,2,1,1,1,3,6,3,1,3,1,0,0
E00049264,E01009732,341,8,2,4,3,6,6,4,2,5,4,5,4,6,6,6,3,9,4,2,5,4,5,2,9,6,4,3,4,4,4,2,2,4,4,7,2,2,3,3,4,6,5,5,6,4,5,7,6,4,4,10,6,9,5,4,5,6,3,4,3,3,4,5,3,5,2,4,0,5,1,2,3,4,2,2,1,2,1,0,2,2,2,2,1,1,2,0,0,0,0,1
E00049265,E01009732,324,3,6,6,5,5,5,0,4,4,3,4,5,4,7,2,5,8,6,7,3,0,4,5,2,5,0,2,2,4,6,2,3,5,2,4,1,6,4,1,3,1,10,2,2,6,7,4,5,7,8,2,4,4,5,4,2,3,3,2,5,5,4,4,3,2,1,6,5,0,2,0,7,5,4,2,9,4,4,4,0,2,2,1,2,0,0,2,2,1,0,2
E00049267,E01009732,388,6,3,7,4,2,7,5,3,3,8,1,6,5,2,2,8,2,7,7,5,7,4,4,3,3,3,4,4,4,5,2,8,3,5,7,7,2,4,5,6,9,3,2,2,6,2,9,2,6,3,3,5,4,2,9,5,1,4,8,3,8,5,4,5,7,2,6,3,6,6,4,5,7,5,3,6,5,6,2,7,3,2,0,1,1,1,2,2,0,2,1
E00049268,E01009732,341,4,9,7,2,4,4,3,3,5,3,6,3,3,4,1,4,3,3,3,3,2,0,4,2,3,3,1,3,2,6,3,5,3,8,9,4,6,5,3,5,5,4,4,3,4,7,4,2,5,6,3,5,5,3,3,10,5,5,0,6,5,8,4,6,8,1,5,5,3,5,7,3,4,1,5,5,3,3,2,1,0,3,0,1,1,2,1,0,2,2,2
E00049253,E01009733,310,7,5,7,6,7,3,0,3,5,1,6,3,2,2,2,2,1,1,1,2,6,4,5,7,5,2,5,6,5,3,7,3,6,5,3,7,12,1,5,6,6,9,4,4,3,0,2,6,1,4,5,7,2,4,3,1,7,1,2,2,1,4,2,3,1,0,9,2,2,4,0,0,1,5,6,2,2,2,1,4,2,2,2,1,0,3,0,1,1,3,2
E00049257,E01009733,253,5,2,2,2,1,1,4,4,3,1,0,2,1,0,2,2,1,6,1,1,1,5,2,8,8,3,1,1,3,4,2,1,6,6,4,3,3,5,4,6,4,6,3,1,5,5,2,3,4,2,7,4,3,5,6,4,6,5,3,3,2,0,3,4,4,2,1,4,1,2,0,2,5,0,2,5,3,0,1,3,5,0,0,0,2,0,0,1,0,1,2
E00049259,E01009733,391,8,11,6,16,5,4,13,10,6,5,4,9,11,9,7,1,8,4,4,5,4,5,7,6,6,2,12,6,8,17,10,8,6,8,3,6,8,4,8,7,7,1,1,6,5,3,3,4,5,3,3,2,3,2,3,4,4,4,2,3,1,2,3,5,0,2,2,2,1,4,2,3,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0
E00049262,E01009733,420,16,10,10,14,10,8,4,6,6,11,5,6,7,3,5,7,2,5,1,5,7,9,5,11,8,13,9,10,10,6,14,9,5,14,11,12,15,12,6,9,5,5,3,5,5,5,8,5,2,1,5,2,2,3,3,4,1,1,2,2,2,1,3,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
E00049263,E01009733,259,3,4,5,5,4,4,2,1,1,2,3,7,2,0,2,1,2,2,2,0,0,3,5,6,5,5,1,2,1,3,5,4,2,4,3,4,3,3,3,3,1,3,1,2,3,1,6,4,2,3,4,6,4,3,2,4,2,3,3,5,4,6,2,4,1,4,1,1,7,4,3,7,2,1,0,3,3,0,1,0,2,6,2,2,4,1,1,2,2,1,3
E00049266,E01009733,210,2,2,1,2,0,0,2,1,1,0,0,3,0,1,3,1,0,1,0,1,1,1,1,3,0,3,1,4,0,2,1,1,0,1,1,1,4,2,3,5,2,1,2,3,2,1,2,6,7,4,6,2,5,6,1,5,3,4,3,2,5,8,1,6,1,6,7,5,2,4,4,5,4,3,3,4,3,5,1,1,1,0,0,0,3,0,0,0,0,1,4
E00049244,E01009734,381,2,3,3,1,3,6,7,8,6,11,4,11,9,9,7,5,6,2,2,2,8,6,4,3,3,4,2,5,6,2,7,10,8,3,2,13,7,1,3,5,3,2,6,3,3,6,4,6,1,4,8,6,4,2,4,6,2,2,3,5,3,2,3,5,2,6,6,3,5,8,5,4,6,4,3,1,3,1,2,1,3,3,4,1,2,2,0,1,0,1,2
