OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00165283,E01032406,272,3,0,2,1,0,1,1,4,0,1,3,5,4,1,2,1,1,3,2,2,2,4,1,1,4,3,1,2,6,3,4,4,1,8,5,4,1,3,4,3,2,0,5,2,4,4,5,3,5,5,2,6,7,2,3,5,2,6,4,3,1,6,2,5,4,3,1,3,2,5,0,9,0,2,3,8,7,3,5,6,3,4,2,1,1,2,3,4,1,0,0
E00165284,E01032406,199,2,2,0,0,0,3,1,3,1,2,0,2,4,1,2,1,0,4,1,0,1,1,3,5,3,3,0,2,2,1,2,0,1,2,1,4,3,2,3,2,4,1,0,3,2,1,2,2,8,0,0,1,3,1,3,2,6,1,5,1,0,1,7,5,8,6,4,0,2,2,5,1,1,3,4,6,4,2,0,4,2,3,2,0,0,0,3,2,1,1,4
E00165286,E01032406,245,0,0,4,0,2,0,3,2,6,3,3,4,4,1,0,4,3,1,3,0,2,0,3,0,1,1,2,1,0,4,0,4,2,3,1,2,0,1,4,4,4,4,2,3,1,1,1,0,3,4,0,5,0,4,2,2,3,2,2,1,3,1,2,2,0,2,3,4,3,4,4,3,3,8,6,9,8,2,4,4,3,3,5,6,3,3,3,0,4,3,15
E00165301,E01032406,226,0,1,4,3,3,1,1,2,2,3,1,3,2,2,1,5,3,1,0,0,1,3,0,6,2,2,3,3,3,2,2,1,4,2,1,1,4,2,4,2,0,3,5,3,0,2,5,1,3,4,4,4,4,5,1,6,5,0,4,4,2,2,4,2,1,5,2,2,1,2,5,6,3,2,4,5,3,5,1,5,3,2,0,1,2,0,0,2,1,1,3
E00165303,E01032406,266,3,4,3,8,2,5,6,3,3,7,5,5,1,2,2,3,1,2,4,3,5,4,2,1,5,2,1,5,6,1,2,3,4,6,5,7,1,4,1,5,0,2,1,2,6,4,3,2,8,2,1,3,2,4,3,5,1,2,4,6,2,6,2,2,2,4,3,0,2,4,2,4,2,4,1,0,3,4,3,2,1,2,3,1,2,0,0,0,2,0,0
E00165288,E01032407,308,3,6,5,5,5,4,5,6,6,5,5,3,5,2,7,2,2,2,3,0,2,4,4,2,9,2,3,3,2,1,2,3,4,2,2,9,4,3,7,6,4,5,3,3,3,2,6,4,3,7,4,3,3,1,6,0,5,3,4,1,7,5,6,2,3,2,4,3,5,2,4,5,3,1,2,1,3,2,1,1,1,1,1,0,1,0,2,3,0,2,10
E00165289,E01032407,306,2,3,2,0,1,4,2,4,1,5,1,1,3,4,5,5,1,1,3,2,5,6,4,1,5,4,2,5,4,2,3,2,0,5,1,8,3,6,3,2,2,4,3,6,0,4,2,5,6,4,5,3,2,1,10,5,5,5,4,8,2,4,8,7,5,8,10,4,4,3,5,6,6,4,5,0,0,3,0,0,1,2,2,0,1,2,0,0,1,1,7
E00165290,E01032407,301,1,0,0,1,0,0,2,0,1,1,3,3,5,4,5,2,3,4,3,0,3,2,6,3,2,2,0,0,3,0,1,1,0,1,0,1,0,4,2,3,2,0,1,2,0,2,1,5,0,5,4,2,0,3,3,2,3,6,4,4,3,5,3,3,3,7,2,4,4,8,7,4,10,1,7,8,7,7,2,6,13,5,8,2,7,9,4,4,10,2,15
E00165291,E01032407,319,3,1,3,2,4,3,4,2,2,2,6,3,8,4,3,1,3,1,1,4,0,3,2,2,3,1,1,2,4,3,2,2,1,3,2,0,4,1,7,6,8,3,3,1,2,6,2,11,5,6,4,8,8,3,2,5,3,7,5,6,4,7,3,7,4,3,3,2,3,4,5,5,2,7,3,8,1,3,5,2,1,3,7,5,0,0,3,2,3,3,4
E00165292,E01032407,206,0,0,0,2,1,0,1,1,0,1,0,3,0,0,3,4,1,2,1,0,0,1,1,3,2,0,2,1,1,0,1,1,0,1,1,3,3,1,0,1,2,2,2,3,3,3,1,6,8,3,4,3,5,4,6,7,5,4,4,1,8,3,3,3,6,2,2,2,7,2,1,5,6,9,1,5,3,1,2,3,1,1,2,1,2,0,1,1,1,0,3
E00165278,E01032408,295,1,0,3,1,4,1,3,1,1,2,1,1,1,1,3,2,2,1,3,3,1,0,2,8,1,0,1,0,3,1,1,3,3,1,4,1,3,0,3,2,2,1,1,4,4,2,2,2,2,5,3,4,6,1,6,5,3,1,4,3,2,3,7,2,5,4,5,1,11,12,9,12,5,9,6,5,5,6,6,3,8,7,2,7,2,6,2,3,0,1,5
E00165295,E01032408,254,2,3,3,2,0,3,3,1,5,4,2,5,3,1,1,1,0,2,1,2,1,0,2,3,2,2,1,2,3,1,2,0,3,3,2,0,2,2,2,2,7,2,2,3,0,0,2,2,4,4,4,5,2,1,3,2,7,4,2,5,2,5,3,1,2,9,6,2,6,3,9,7,8,5,2,4,7,4,3,0,6,0,3,2,1,1,3,2,2,1,5
E00165296,E01032408,416,6,2,6,11,7,2,5,7,11,5,5,5,4,1,0,5,1,1,5,3,2,1,2,2,4,2,2,3,2,6,2,3,6,7,7,2,4,3,5,2,6,1,3,6,4,7,5,3,9,2,5,5,4,6,5,3,7,9,3,3,7,5,7,4,6,7,7,6,6,11,2,6,8,7,14,5,6,4,8,4,4,4,0,5,4,4,2,1,1,0,6
E00165298,E01032408,241,0,1,0,3,0,0,1,0,5,4,0,2,1,0,2,5,0,2,2,2,2,1,1,1,0,1,2,0,3,0,3,0,0,1,4,1,0,0,0,0,0,1,1,0,1,5,4,3,4,2,2,1,4,4,4,2,2,3,4,5,5,1,2,4,4,7,2,8,3,11,7,10,6,3,1,6,8,5,2,4,2,6,2,5,3,6,2,3,2,3,6
E00165299,E01032408,251,0,1,0,0,3,1,4,2,4,3,2,0,0,3,1,1,3,4,2,4,1,3,1,2,0,4,2,0,2,3,3,0,6,4,1,1,0,3,2,3,1,0,1,1,2,1,3,3,4,3,1,2,8,4,4,0,3,4,2,0,3,4,1,7,3,7,12,8,4,12,1,5,5,3,2,4,6,4,1,5,5,1,3,3,2,2,2,2,2,0,6
E00165282,E01032409,793,22,17,16,19,14,12,10,20,15,17,6,7,6,7,7,7,6,5,7,4,5,9,9,11,14,9,13,13,9,18,14,8,13,11,15,9,12,12,7,11,12,3,8,5,5,14,6,7,10,9,10,7,18,10,10,12,13,11,11,9,3,13,5,9,7,4,7,9,12,11,6,9,8,7,3,8,7,0,6,1,4,6,4,1,1,2,1,1,0,0,2
E00165293,E01032409,334,2,4,0,2,4,8,9,4,5,2,7,4,6,6,6,4,3,0,3,1,4,3,4,4,2,6,4,2,3,5,6,3,3,7,4,4,3,2,7,4,1,1,2,1,5,8,4,4,2,3,6,5,11,5,7,1,3,9,8,4,6,4,2,3,3,3,5,3,5,6,9,2,8,1,2,2,3,0,0,2,0,1,1,2,2,1,0,3,3,1,1
E00165294,E01032409,220,2,0,1,1,2,0,0,1,0,0,2,0,0,2,2,2,3,2,4,3,0,1,1,1,3,2,0,0,0,1,0,2,3,0,0,0,1,0,0,3,0,0,1,3,2,0,5,1,4,3,7,5,7,5,4,3,7,4,3,4,5,1,6,3,4,4,3,3,3,2,4,1,5,4,8,4,3,1,4,5,4,4,2,3,2,3,1,4,4,1,6
E00165297,E01032409,315,2,1,2,5,1,3,3,6,5,5,4,6,8,5,7,6,9,8,1,2,4,6,0,3,3,3,0,2,4,3,2,3,4,4,1,4,3,3,4,5,2,4,4,5,2,10,2,4,3,4,3,10,3,5,6,4,4,5,2,5,2,7,4,3,3,2,4,3,2,4,7,3,3,4,1,1,1,1,0,3,5,2,0,1,0,3,5,1,1,0,2
E00165300,E01032409,259,0,0,1,3,1,5,1,3,0,4,4,2,3,1,0,3,0,1,0,0,1,0,1,1,2,1,1,4,3,0,3,1,2,1,1,2,0,0,3,4,2,2,2,1,2,2,2,0,5,5,1,4,5,6,5,5,3,5,6,3,6,6,4,3,5,4,0,0,10,2,2,2,1,1,5,5,3,2,2,3,6,1,3,3,4,1,4,4,1,4,33
E00165304,E01032410,321,2,1,1,1,0,3,0,0,2,2,2,3,0,4,4,3,4,3,4,2,3,2,2,1,4,2,3,4,0,0,0,0,2,5,3,2,7,1,0,3,3,1,0,3,2,2,3,5,3,5,3,4,4,7,6,10,11,6,7,2,6,11,5,7,8,4,8,4,11,5,6,4,8,9,12,8,4,2,5,3,2,5,1,1,1,1,1,0,1,1,5
E00165305,E01032410,304,1,1,0,0,1,1,1,1,3,0,0,3,3,3,4,5,3,2,3,2,2,3,2,1,0,3,0,3,1,1,0,1,2,0,3,0,0,1,4,3,1,1,3,2,4,9,0,5,5,6,3,7,4,6,6,3,7,7,11,5,9,5,8,5,6,6,2,4,6,3,10,4,9,7,5,7,6,5,3,4,4,3,1,3,5,1,0,1,2,1,7
E00165306,E01032410,443,2,6,5,3,6,3,4,4,5,3,6,5,8,6,4,5,5,5,4,3,4,2,3,4,7,3,2,3,6,1,2,3,4,0,4,6,0,6,1,0,4,1,6,0,3,3,3,5,4,4,10,5,9,8,6,5,9,7,10,6,8,15,11,9,9,12,6,4,8,5,6,11,13,3,11,5,9,6,3,5,5,2,0,3,2,0,1,5,1,1,3
E00165307,E01032410,324,2,6,7,3,4,5,1,3,0,5,4,1,4,2,3,0,4,3,1,2,1,1,4,2,1,0,1,4,1,5,4,5,4,0,5,6,2,4,1,3,5,6,2,3,2,4,4,9,5,5,2,5,3,3,2,6,8,6,3,10,3,7,9,4,5,1,4,5,6,9,9,6,7,10,4,3,3,1,2,2,5,0,0,1,1,1,3,2,0,2,2
E00165308,E01032411,603,11,3,12,5,5,8,11,9,10,5,8,7,5,7,6,11,6,6,7,8,5,5,4,10,6,3,4,1,3,10,8,6,6,5,4,5,5,7,5,8,5,9,5,6,7,8,6,6,10,6,7,6,10,15,5,10,9,10,7,6,15,11,14,10,7,4,7,10,7,5,10,6,8,8,3,7,6,7,3,7,6,5,3,3,1,5,2,3,1,0,6
E00165309,E01032411,226,0,1,2,0,2,4,4,2,2,3,4,1,3,2,2,4,2,4,3,4,5,3,5,1,3,2,4,1,3,2,1,1,0,1,1,2,0,3,6,2,2,3,2,4,3,3,5,1,1,4,5,5,3,3,3,2,5,3,2,6,4,4,0,6,0,2,4,0,3,3,2,2,3,1,1,2,4,0,3,3,3,2,2,2,0,2,0,1,3,0,4
E00165310,E01032411,233,3,2,2,3,2,3,1,0,2,0,1,2,0,2,2,2,1,5,1,0,1,2,1,0,0,1,0,2,1,1,1,2,2,0,3,1,5,2,1,0,2,2,3,0,1,2,5,0,5,1,1,2,2,7,3,3,6,3,3,0,5,2,2,2,2,3,1,1,1,5,4,5,1,5,4,9,2,6,2,4,3,4,2,1,2,8,2,7,3,3,21
E00165311,E01032411,344,0,2,1,7,1,5,2,4,1,1,2,6,5,5,10,9,9,4,8,0,4,3,3,6,7,2,0,4,1,3,2,1,1,3,0,0,3,5,2,2,4,5,1,5,4,3,3,2,5,5,8,8,7,9,6,4,8,5,6,10,11,7,4,4,6,6,6,6,6,6,2,4,5,4,4,3,1,0,3,1,1,1,0,4,0,0,1,2,0,0,4
E00165312,E01032411,307,0,1,3,0,2,0,1,4,1,0,3,3,1,2,5,4,8,5,3,4,3,3,4,3,1,1,4,2,3,1,2,0,1,1,1,2,1,4,3,1,1,2,2,2,4,3,5,3,3,4,1,7,6,7,6,1,3,6,7,5,5,5,4,9,4,4,3,5,7,8,5,2,7,4,7,6,8,3,3,5,2,3,4,2,6,4,1,2,2,2,6
E00165316,E01032412,269,2,2,3,2,3,3,3,1,1,4,4,4,4,2,3,4,3,3,2,4,3,0,1,2,1,2,3,1,3,2,0,4,4,2,7,1,3,1,2,5,3,0,5,0,4,3,3,3,3,2,5,4,4,4,6,4,5,4,3,1,1,9,3,3,5,8,5,8,3,5,6,8,6,2,6,2,4,1,1,1,4,1,0,2,0,2,1,1,0,0,1
E00165317,E01032412,300,2,1,0,2,1,1,3,2,2,5,2,2,1,3,6,0,1,2,3,2,1,1,2,6,0,1,1,1,0,1,0,1,1,3,1,2,3,2,4,3,3,2,3,3,3,2,2,2,4,5,3,6,4,8,4,6,7,6,10,5,4,6,2,5,5,8,6,9,5,5,5,10,8,17,6,1,4,4,2,4,2,1,3,3,0,1,2,1,4,0,4
E00165318,E01032412,201,1,2,3,0,0,1,3,2,2,3,2,1,5,1,4,1,1,0,1,0,1,0,3,2,1,0,1,1,2,2,0,1,1,1,2,0,1,0,4,2,0,2,3,2,0,4,4,1,3,3,3,5,3,0,4,0,2,2,2,2,1,4,1,5,4,3,5,2,4,5,4,4,13,9,5,4,3,2,3,1,0,2,0,1,0,1,1,0,1,0,10
E00165319,E01032412,176,3,0,0,0,0,1,0,2,1,0,3,6,1,3,1,1,0,1,0,1,0,3,1,0,2,1,0,0,1,1,1,0,2,2,0,1,0,2,3,0,2,0,2,1,2,1,3,2,3,0,2,2,4,4,4,3,4,3,3,4,6,2,3,4,4,3,2,3,1,2,4,9,7,4,4,4,3,1,3,1,1,3,2,0,0,1,0,2,0,1,3
E00165320,E01032412,276,2,3,0,3,0,3,4,4,0,3,10,6,6,4,8,4,3,1,0,2,2,1,1,6,4,1,2,3,1,2,1,1,2,1,1,2,1,2,3,4,2,1,2,8,3,4,3,4,5,4,9,7,5,6,8,6,6,4,10,3,1,5,7,3,2,6,5,4,4,2,6,2,4,2,1,0,2,0,2,3,0,2,1,1,1,0,1,0,1,1,0
E00165313,E01032413,516,0,3,0,4,1,6,5,4,5,5,2,5,7,8,9,2,11,7,5,4,2,3,1,3,1,1,5,4,3,0,4,3,0,0,2,1,4,4,5,4,1,5,2,6,5,10,6,8,10,7,7,16,10,10,9,9,8,13,9,8,6,10,8,8,10,8,7,8,10,9,13,12,11,6,8,10,11,6,9,7,7,5,4,4,1,3,1,4,3,2,3
E00165314,E01032413,299,2,0,0,2,0,2,2,2,1,2,3,6,5,7,3,3,2,3,2,4,1,1,0,1,2,2,2,1,0,1,3,4,0,3,1,1,1,1,1,1,2,3,3,1,3,1,7,4,4,5,6,4,9,4,3,7,5,5,4,4,4,9,6,1,8,9,6,5,5,5,5,8,3,3,7,5,5,2,1,3,5,2,6,3,1,4,4,4,1,1,6
E00165315,E01032413,380,4,2,0,5,4,2,4,2,2,1,6,3,3,3,5,3,2,4,2,1,1,0,2,3,1,3,2,2,2,1,5,3,5,5,2,4,2,1,0,1,0,3,4,6,4,2,4,8,10,6,3,2,7,8,7,5,11,9,2,10,7,7,6,12,8,12,9,4,8,5,8,8,4,9,3,4,6,7,2,3,1,6,3,2,7,2,4,2,1,4,2
E00165321,E01032414,362,0,0,1,0,2,2,0,2,2,1,3,2,4,1,4,3,5,4,3,3,2,0,2,3,1,3,3,1,1,1,0,0,0,0,1,3,3,2,1,2,2,1,1,1,1,4,5,7,2,5,11,7,5,6,8,14,6,10,6,10,9,13,4,8,6,7,6,6,3,5,5,6,10,7,13,10,7,6,9,5,5,5,3,5,2,4,3,3,1,0,3
E00165322,E01032414,184,2,1,1,2,5,1,0,3,2,2,5,3,2,2,1,5,2,0,3,2,2,1,1,2,4,2,1,0,1,0,2,2,2,0,0,0,3,3,2,4,3,2,3,5,0,4,3,5,2,2,3,4,2,3,4,2,6,1,1,1,4,2,2,1,4,2,2,2,1,2,4,2,3,2,2,5,1,2,0,3,0,1,0,1,0,0,0,1,0,0,3
E00165323,E01032414,302,0,3,0,0,1,2,3,0,2,1,0,2,3,4,2,2,2,3,2,4,1,2,2,3,4,2,0,4,0,2,3,1,4,1,0,1,3,2,1,3,2,4,3,3,4,4,2,5,3,5,5,7,7,5,7,8,3,4,4,4,5,5,6,5,7,7,10,5,5,6,6,11,13,5,2,5,6,2,0,4,5,2,2,3,1,1,2,1,2,0,4
E00165324,E01032414,302,0,3,4,3,5,3,5,3,7,6,4,5,4,4,3,3,2,3,5,3,1,1,2,0,6,1,4,1,3,3,0,1,2,4,3,3,5,2,6,2,6,5,3,4,5,4,1,6,6,10,7,7,2,6,2,3,3,7,5,5,8,2,3,6,3,2,3,0,1,1,5,3,6,2,2,1,4,2,0,3,2,2,3,0,2,2,1,2,0,2,7
E00165327,E01032414,346,4,2,6,6,3,0,3,4,3,3,0,9,4,2,6,3,6,3,5,2,5,2,2,3,1,1,5,3,4,3,1,3,0,0,4,3,3,1,4,4,4,5,2,2,6,3,6,7,7,2,4,4,4,5,5,10,6,9,5,5,7,7,7,5,9,6,2,10,6,12,4,1,10,3,5,0,6,1,3,0,1,3,1,2,1,2,1,0,0,1,3
E00165325,E01032415,254,2,1,3,3,1,3,0,1,1,3,1,1,1,3,2,1,2,1,1,0,4,2,3,2,0,1,2,0,0,5,1,6,5,4,4,0,1,1,1,3,0,2,1,1,2,4,1,2,3,1,7,6,7,12,8,3,8,3,5,6,2,9,5,1,4,4,5,2,6,2,6,11,2,6,2,4,2,2,4,2,2,2,0,0,1,3,0,4,0,1,2
E00165326,E01032415,306,3,6,1,5,2,4,6,4,2,6,3,1,7,5,5,2,6,3,4,8,4,3,2,5,0,5,2,4,5,1,4,5,2,1,7,1,1,3,5,2,4,5,5,4,5,2,6,10,4,7,5,4,5,9,3,6,6,12,5,10,6,3,3,4,0,1,5,2,2,2,0,3,3,0,0,1,2,0,1,1,0,1,0,1,1,2,0,0,0,0,0
E00165329,E01032415,271,1,3,2,5,6,6,4,5,2,5,2,2,2,3,2,4,1,2,3,4,0,2,0,2,6,0,2,2,1,4,3,1,1,4,3,2,1,1,2,1,1,5,1,1,1,6,3,4,3,2,5,6,4,2,3,3,8,3,4,3,3,7,2,5,4,10,2,3,7,6,3,8,9,9,0,6,2,0,0,1,1,0,2,0,0,2,1,0,0,3,5
E00171600,E01032415,613,0,2,2,0,1,1,0,1,3,3,1,0,2,1,3,1,0,2,1,1,1,8,7,18,14,15,16,22,22,9,10,13,15,21,30,19,21,14,14,10,11,15,7,4,6,20,14,14,10,15,11,10,13,13,16,7,10,8,7,10,3,3,6,2,5,9,6,4,6,3,3,1,0,1,4,1,1,0,0,3,1,2,1,0,0,1,0,0,0,1,1
E00171601,E01032415,254,2,6,3,6,7,4,2,5,0,6,2,3,2,2,1,7,0,3,4,1,0,0,1,2,1,0,2,2,3,0,4,3,0,2,1,4,2,1,4,2,3,3,1,1,3,2,5,5,4,3,4,4,6,6,3,9,7,5,4,3,3,3,1,3,3,1,4,2,6,4,4,4,4,3,1,4,1,2,2,1,5,1,0,2,0,1,0,5,0,1,2
E00165331,E01032416,322,3,1,2,3,1,0,6,6,2,2,4,2,4,3,3,7,6,3,5,1,3,4,3,3,1,3,1,1,0,4,3,3,2,4,2,1,3,3,4,1,3,3,2,1,1,3,3,3,4,4,6,6,5,9,4,5,8,7,7,4,9,8,2,10,6,4,3,0,6,2,4,5,7,1,5,6,3,6,3,8,2,2,1,3,3,0,2,0,1,3,6
E00165332,E01032416,132,1,0,1,1,0,1,1,2,0,0,1,0,2,2,1,1,1,0,3,2,0,0,1,2,0,1,1,1,2,1,1,1,2,0,4,1,0,0,0,2,0,1,1,1,0,2,1,3,2,2,1,2,3,1,7,3,3,3,3,1,4,0,4,3,4,3,5,1,4,1,1,3,1,0,2,4,1,0,2,2,1,1,2,2,0,0,0,0,0,1,0
E00165333,E01032416,463,1,3,5,2,3,2,5,3,3,4,2,2,3,2,4,8,3,6,5,6,0,5,5,2,5,1,3,2,0,0,0,0,2,2,3,3,8,4,3,3,2,5,1,2,4,7,7,3,2,13,4,7,7,9,6,14,10,6,9,5,9,12,9,10,8,5,10,13,5,9,8,7,6,5,10,6,6,4,11,6,3,7,5,8,4,7,0,4,3,3,14
E00165334,E01032416,290,1,0,0,1,1,2,2,5,4,1,5,5,3,6,9,4,7,6,2,4,3,1,0,1,1,0,1,1,2,1,1,3,1,1,2,0,3,0,2,1,5,7,1,1,3,5,2,5,6,5,6,7,6,6,8,8,6,11,5,5,3,3,2,5,9,4,3,4,2,6,7,5,2,10,3,2,2,4,1,2,2,1,1,2,0,0,0,2,2,0,0
E00165330,E01032417,170,1,3,1,0,0,0,3,0,2,1,3,3,3,0,2,2,3,6,1,1,4,0,1,0,1,2,0,2,0,0,0,0,1,0,1,0,1,1,2,1,2,1,0,7,1,3,4,2,2,3,2,3,1,5,3,1,5,3,4,3,1,3,2,5,3,1,4,4,2,3,5,4,4,5,3,2,1,0,1,1,2,1,2,0,1,1,0,0,0,1,1
E00165335,E01032417,286,2,4,3,2,3,3,2,1,6,6,3,3,3,2,1,0,3,1,0,1,0,2,0,0,1,2,1,0,2,1,1,2,2,1,1,5,3,3,5,4,2,1,2,5,3,7,4,8,4,7,6,7,4,1,3,0,5,3,6,3,5,5,4,4,6,6,2,3,8,1,7,10,3,6,3,7,7,3,5,5,2,2,1,1,4,2,1,1,2,2,2
E00165336,E01032417,305,2,2,1,1,5,1,6,2,4,2,5,0,2,4,0,3,4,2,5,1,5,5,5,4,3,4,3,2,1,2,0,2,1,4,3,4,0,2,2,2,0,3,2,3,6,3,1,0,5,2,5,2,5,6,5,4,12,2,7,3,2,1,8,4,7,2,3,4,6,8,9,3,10,6,7,12,5,2,4,2,3,4,1,2,1,4,2,0,0,0,1
E00165337,E01032417,109,1,3,1,1,1,0,1,1,1,1,0,3,1,1,0,2,1,1,1,1,0,0,2,2,1,1,1,1,3,2,0,0,2,0,0,0,1,3,0,1,0,0,3,2,1,2,3,3,2,3,4,2,3,0,3,3,1,2,2,1,2,0,0,1,1,2,0,1,0,1,1,2,2,0,2,3,0,1,0,1,1,2,1,0,1,0,0,1,0,1,0
E00165338,E01032417,385,3,0,3,3,2,2,2,3,2,1,5,1,6,2,4,2,9,7,2,5,7,3,6,6,6,4,3,4,2,4,3,1,0,2,3,5,6,1,1,2,1,4,3,9,3,4,10,1,2,7,10,6,10,9,12,4,5,7,3,9,8,9,6,5,3,7,3,5,12,4,3,8,4,2,8,7,7,6,2,2,3,2,4,1,0,3,2,2,2,1,2
E00165339,E01032417,231,0,3,0,2,3,0,3,3,0,2,1,3,2,2,4,3,4,2,3,0,0,2,8,4,2,2,0,4,0,1,0,1,0,2,2,4,0,3,1,2,2,2,2,1,3,2,6,2,2,6,2,5,1,5,2,4,4,4,4,2,7,5,3,8,3,3,2,1,6,2,4,7,6,7,2,2,3,5,2,2,2,2,2,0,1,1,0,3,0,1,0
E00165341,E01032418,265,1,0,2,1,1,2,1,3,0,2,2,1,7,3,0,0,2,2,5,0,0,2,2,2,2,3,1,1,1,4,1,0,6,4,3,2,3,3,3,1,3,2,1,3,1,3,3,2,2,3,5,1,4,4,2,7,3,3,1,2,4,5,7,5,3,4,6,2,7,13,10,5,11,2,5,4,7,2,3,2,3,5,4,6,3,0,1,1,0,0,1
E00165342,E01032418,252,0,0,1,1,3,3,1,2,3,2,5,2,2,4,3,3,1,3,1,2,2,4,1,0,0,0,5,2,2,2,2,3,2,1,3,1,1,4,6,5,3,1,1,2,4,4,5,3,2,1,4,7,3,7,4,8,3,2,3,4,2,4,3,3,4,7,6,4,5,7,6,2,3,4,4,4,1,2,0,4,2,5,3,3,2,0,2,0,0,1,0
E00165345,E01032418,262,4,3,4,6,2,4,3,2,3,2,2,2,1,0,1,3,3,0,5,1,2,5,1,8,2,10,6,0,5,6,4,7,4,1,1,5,2,7,2,5,8,3,3,1,1,4,1,2,4,3,4,0,3,4,3,2,5,3,3,4,5,2,1,1,2,3,3,4,2,9,10,3,3,2,4,1,2,3,0,1,0,1,2,0,3,0,0,0,0,0,0
E00165347,E01032418,300,4,1,1,2,1,2,4,3,3,0,2,3,4,6,3,2,6,5,3,4,4,0,1,1,5,5,2,5,6,3,3,4,3,4,4,4,1,5,4,2,5,3,4,4,1,5,4,7,3,4,8,8,8,6,3,7,3,6,4,5,1,7,5,5,4,2,6,4,4,0,4,5,5,4,3,3,2,0,1,2,1,4,0,0,1,1,0,0,0,0,3
E00165348,E01032418,240,7,8,5,5,3,5,6,3,2,6,1,4,3,1,0,4,0,1,0,1,1,0,0,3,2,4,5,3,4,4,3,7,5,7,5,3,4,3,5,2,6,2,3,1,3,3,5,1,2,5,3,4,5,5,1,1,4,4,4,3,3,0,2,2,4,1,3,3,3,1,1,2,3,2,2,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,0
E00165343,E01032419,252,1,2,1,1,3,1,2,1,1,0,3,0,2,1,6,0,2,5,0,1,1,1,1,0,4,0,0,1,0,1,2,1,1,0,1,3,1,1,1,2,1,0,1,3,1,1,4,4,5,1,3,2,4,2,3,7,1,5,3,0,3,6,5,6,4,6,9,6,6,7,3,13,2,8,12,11,2,2,2,5,3,2,3,2,2,0,1,2,0,3,10
E00165346,E01032419,273,0,1,0,0,2,1,2,1,0,0,1,1,2,1,4,0,3,0,1,1,1,2,1,1,2,1,1,0,0,0,1,2,1,0,0,1,0,1,2,0,2,0,2,0,0,5,5,1,2,3,1,1,3,5,3,2,2,5,1,3,7,3,3,3,4,1,1,5,5,7,15,7,17,9,10,8,12,7,8,4,7,1,5,1,1,4,4,4,2,2,22
E00165350,E01032419,220,0,0,2,0,0,3,1,4,1,1,1,0,1,2,1,1,6,1,2,2,2,0,1,0,1,2,1,0,0,0,0,1,1,2,0,4,2,2,0,2,1,1,1,5,1,1,0,1,2,2,3,2,2,1,2,5,2,4,1,1,5,1,10,3,7,6,2,0,2,5,8,5,4,11,4,5,5,2,6,3,4,4,5,1,3,4,2,4,3,3,5
E00165354,E01032419,329,0,1,5,4,7,3,4,2,4,4,4,4,0,1,3,0,1,4,3,0,6,2,4,6,2,2,2,0,2,4,1,1,2,2,2,5,2,2,5,1,3,4,3,1,4,3,8,6,4,2,3,5,4,7,8,6,6,7,6,4,8,8,1,9,4,5,2,6,4,4,9,12,8,5,4,4,3,3,2,3,4,3,1,1,3,2,2,0,1,2,5
E00165355,E01032419,275,4,1,3,6,3,3,4,3,1,0,1,3,3,4,2,3,1,4,2,2,0,2,5,3,2,2,0,2,1,3,4,3,2,5,3,2,2,1,5,2,2,1,2,1,1,3,4,3,6,1,3,2,6,4,3,3,3,2,5,4,5,3,7,2,5,7,2,5,6,9,7,9,8,2,6,3,5,4,0,5,1,3,0,0,2,2,1,1,1,0,3
E00165340,E01032420,331,0,0,1,1,3,6,2,3,3,1,1,0,3,3,1,3,2,0,3,3,1,3,2,0,2,1,4,1,2,2,0,3,3,1,2,2,1,3,0,2,1,1,5,6,5,3,2,4,5,3,9,14,11,3,2,7,5,10,11,9,5,4,8,8,5,4,9,6,10,8,10,5,8,7,3,5,9,2,1,2,2,5,3,5,2,0,0,1,0,0,4
E00165353,E01032420,223,3,2,1,0,1,4,3,1,1,3,0,1,1,1,3,2,2,1,3,4,0,2,1,0,2,2,3,2,8,6,2,2,2,4,1,2,3,2,1,1,5,5,5,2,2,3,5,1,6,2,2,6,6,6,2,7,4,7,6,2,6,2,3,1,4,3,2,2,3,1,4,5,5,1,4,0,4,0,1,1,0,0,1,0,2,0,1,0,0,0,0
E00165357,E01032420,250,3,0,3,1,0,3,5,1,6,3,5,1,5,1,2,2,2,3,0,2,3,0,4,3,4,2,5,6,1,3,2,2,2,3,2,3,3,2,3,2,0,6,2,2,3,6,6,5,6,5,3,5,9,2,4,2,6,2,8,1,8,4,6,3,6,1,2,3,2,5,3,2,2,0,0,4,2,2,2,1,0,0,0,4,0,1,0,0,0,0,1
E00165361,E01032420,377,4,2,0,5,2,5,8,5,8,4,2,5,6,3,3,4,4,2,2,3,5,3,3,3,5,6,5,2,3,6,1,5,3,7,5,1,7,3,7,4,3,1,7,1,5,4,5,5,8,5,6,6,4,8,9,13,8,10,2,7,3,2,3,10,5,4,5,5,4,6,8,7,8,3,2,3,9,3,0,3,0,1,0,1,0,0,0,0,0,0,4
